_about,average_price,average_price_detached,average_price_existing_property,average_price_flat_maisonette,average_price_new_build,average_price_semi_detached,average_price_terraced,house_price_index,house_price_index_detached,house_price_index_existing_property,house_price_index_flat_maisonette,house_price_index_new_build,house_price_index_semi_detached,house_price_index_terraced,percentage_annual_change,percentage_annual_change_detached,percentage_annual_change_existing_property,percentage_annual_change_flat_maisonette,percentage_annual_change_new_build,percentage_annual_change_semi_detached,percentage_annual_change_terraced,percentage_change,percentage_change_detached,percentage_change_existing_property,percentage_change_flat_maisonette,percentage_change_new_build,percentage_change_semi_detached,percentage_change_terraced,ref_month,ref_period_duration,ref_period_start,ref_region,sales_volume,sales_volume_existing_property,sales_volume_cash,sales_volume_mortgage,sales_volume_new_build
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2022-05,141693,177980,141725.0,74924,123213.0,116453,88059,101.3,101.2,101.3,102.6,100.3,101.2,100.6,13.1,14.0,13.1,11.1,11.8,12.9,10.9,-2.7,-2.9,-2.7,-2.7,-3.7,-2.7,-1.6,2022-05,1,2022-05-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,21.0,21.0,6.0,15.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2022-06,138906,174589,138944.0,73203,119397.0,113933,86549,99.3,99.3,99.3,100.3,97.2,99.0,98.9,9.9,10.9,10.0,7.6,9.0,9.8,8.2,-2.0,-1.9,-2.0,-2.3,-3.1,-2.2,-1.7,2022-06,1,2022-06-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,26.0,26.0,13.0,13.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2022-07,140407,175986,140444.0,74296,121223.0,115626,88260,100.3,100.1,100.3,101.8,98.7,100.5,100.8,9.4,10.0,9.5,8.4,7.9,9.4,8.7,1.1,0.8,1.1,1.5,1.5,1.5,2.0,2022-07,1,2022-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,31.0,31.0,14.0,17.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2022-08,142533,178708,142571.0,75321,122862.0,117442,89398,101.9,101.6,101.9,103.2,100.0,102.1,102.1,12.3,12.9,12.3,11.2,12.1,12.1,11.5,1.5,1.5,1.5,1.4,1.4,1.6,1.3,2022-08,1,2022-08-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,23.0,23.0,11.0,12.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2022-09,149030,186487,149067.0,79026,128894.0,123268,93782,106.5,106.0,106.5,108.2,104.9,107.1,107.2,21.9,22.3,21.9,21.6,21.8,21.8,21.7,4.6,4.4,4.6,4.9,4.9,5.0,4.9,2022-09,1,2022-09-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,21.0,21.0,7.0,14.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2022-10,153933,193279,153978.0,81008,131898.0,126949,95702,110.0,109.9,110.0,111.0,107.4,110.3,109.3,28.8,29.2,28.8,27.6,32.0,29.1,27.9,3.3,3.6,3.3,2.5,2.3,3.0,2.0,2022-10,1,2022-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,37.0,37.0,24.0,13.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2022-11,145299,182551,145341.0,76268,124666.0,119652,90411,103.8,103.8,103.8,104.5,101.5,104.0,103.3,14.2,14.5,14.2,13.0,16.8,14.6,14.0,-5.6,-5.6,-5.6,-5.9,-5.5,-5.7,-5.5,2022-11,1,2022-11-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,33.0,33.0,22.0,11.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2022-12,139849,175828,139892.0,73179,119357.0,114805,87370,99.9,100.0,100.0,100.2,97.2,99.8,99.8,0.4,0.4,0.3,-0.5,2.9,0.7,0.9,-3.8,-3.7,-3.7,-4.1,-4.3,-4.1,-3.4,2022-12,1,2022-12-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,16.0,16.0,8.0,8.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2023-01,139930,175890,139956.0,73006,122815.0,115063,87523,100.0,100.0,100.0,100.0,100.0,100.0,100.0,-3.1,-3.1,-3.1,-4.1,1.7,-2.6,-2.4,0.1,0.0,0.0,-0.2,2.9,0.2,0.2,2023-01,1,2023-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,13.0,13.0,7.0,6.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2023-02,148886,187281,148903.0,77543,133470.0,122546,92581,106.4,106.5,106.4,106.2,108.7,106.5,105.8,-0.3,-0.3,-0.3,-1.5,4.8,0.2,0.5,6.4,6.5,6.4,6.2,8.7,6.5,5.8,2023-02,1,2023-02-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,19.0,19.0,11.0,8.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2023-03,145274,182877,145274.0,75658,134558.0,119760,89521,103.8,104.0,103.8,103.6,109.6,104.1,102.3,0.7,0.7,0.7,-0.6,6.8,1.1,1.2,-2.4,-2.4,-2.4,-2.4,0.8,-2.3,-3.3,2023-03,1,2023-03-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,28.0,28.0,17.0,11.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2023-04,138096,173686,138096.0,72169,130368.0,113894,85234,98.7,98.7,98.7,98.9,106.1,99.0,97.4,-5.2,-5.2,-5.2,-6.3,1.9,-4.8,-4.7,-4.9,-5.0,-4.9,-4.6,-3.1,-4.9,-4.8,2023-04,1,2023-04-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,32.0,32.0,16.0,16.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2023-05,142542,179068,142542.0,74839,135675.0,117406,88372,101.9,101.8,101.8,102.5,110.5,102.0,101.0,0.6,0.6,0.6,-0.1,10.1,0.8,0.4,3.2,3.1,3.2,3.7,4.1,3.1,3.7,2023-05,1,2023-05-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,18.0,18.0,8.0,10.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2023-06,151364,189720,151364.0,79827,143183.0,124739,94581,108.2,107.9,108.2,109.3,116.6,108.4,108.1,9.0,8.7,8.9,9.0,19.9,9.5,9.3,6.2,5.9,6.2,6.7,5.5,6.2,7.0,2023-06,1,2023-06-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,30.0,30.0,15.0,15.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2023-07,164861,206297,164861.0,87181,155924.0,136091,103470,117.8,117.3,117.8,119.4,127.0,118.3,118.2,17.4,17.2,17.4,17.3,28.6,17.7,17.2,8.9,8.7,8.9,9.2,8.9,9.1,9.4,2023-07,1,2023-07-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,17.0,17.0,9.0,8.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2023-08,152585,190866,152585.0,80495,142596.0,126150,95917,109.0,108.5,109.0,110.3,116.1,109.6,109.6,7.1,6.8,7.0,6.9,16.1,7.4,7.3,-7.4,-7.5,-7.4,-7.7,-8.5,-7.3,-7.3,2023-08,1,2023-08-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,21.0,21.0,9.0,12.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2023-09,157795,197629,157795.0,82872,147038.0,130352,98968,112.8,112.4,112.7,113.5,119.7,113.3,113.1,5.9,6.0,5.9,4.9,14.1,5.7,5.5,3.4,3.5,3.4,3.0,3.1,3.3,3.2,2023-09,1,2023-09-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,30.0,29.0,12.0,18.0,1.0
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2023-10,149412,187244,149412.0,78383,139109.0,123269,93640,106.8,106.5,106.8,107.4,113.3,107.1,107.0,-2.9,-3.1,-3.0,-3.2,5.5,-2.9,-2.2,-5.3,-5.3,-5.3,-5.4,-5.4,-5.4,-5.4,2023-10,1,2023-10-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,32.0,32.0,19.0,13.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2023-11,156004,195760,156004.0,81608,146567.0,128691,97336,111.5,111.3,111.5,111.8,119.3,111.8,111.2,7.4,7.2,7.3,7.0,17.6,7.6,7.7,4.4,4.5,4.4,4.1,5.4,4.4,3.9,2023-11,1,2023-11-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,28.0,28.0,18.0,10.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2023-12,152138,190851,152138.0,79825,143139.0,125633,94748,108.7,108.5,108.7,109.3,116.5,109.2,108.3,8.8,8.5,8.8,9.1,19.9,9.4,8.4,-2.5,-2.5,-2.5,-2.2,-2.3,-2.4,-2.7,2023-12,1,2023-12-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,23.0,23.0,17.0,6.0,
http://landregistry.data.gov.uk/data/ukhpi/region/na-h-eileanan-siar/month/2024-01,152363,191271,152363.0,79698,142746.0,125801,94753,108.9,108.7,108.9,109.2,116.2,109.3,108.3,8.9,8.7,8.9,9.2,16.2,9.3,8.3,0.1,0.2,0.1,-0.2,-0.3,0.1,0.0,2024-01,1,2024-01-01 00:00:00,http://landregistry.data.gov.uk/id/region/na-h-eileanan-siar,15.0,15.0,2.0,13.0,
